OrderID,CustomerID,ProductID,OrderDate,Quantity,Discount,Sales,Profit
2465,113,52,2022-12-03,5,0.28,6817.03,1758.51
2466,32,23,2024-01-04,5,0.21,5846.71,1565.6
2467,185,81,2023-07-04,3,0.06,1032.88,131.5
2468,92,64,2023-07-25,4,0.17,2082.5,188.57
2469,61,45,2024-10-17,3,0.05,5468.24,792.79
2470,146,93,2022-05-24,2,0.19,701.93,123.57
2471,138,28,2022-04-04,4,0.21,3113.93,384.98
2472,136,68,2023-04-26,3,0.24,2542.15,351.16
2473,198,9,2023-05-23,3,0.3,270.63,60.04
2474,28,21,2023-10-13,3,0.01,3123.64,402.68
2475,129,53,2022-04-09,3,0.21,723.73,206.61
2476,100,25,2024-08-23,4,0.0,2048.64,517.7
2477,112,56,2023-06-20,1,0.25,1361.3,165.77
2478,32,1,2024-06-23,1,0.2,87.84,10.41
2479,177,82,2023-11-09,4,0.1,2577.2,629.0
2480,137,59,2023-09-06,2,0.23,2044.29,410.09
2481,136,59,2023-02-02,2,0.22,2070.84,374.28
2482,26,6,2023-01-31,2,0.07,71.41,19.72
2483,130,98,2023-04-13,4,0.05,3838.11,721.43
2484,108,18,2023-06-16,4,0.16,4146.74,566.37
2485,151,67,2023-08-22,2,0.26,708.11,181.34
2486,78,88,2024-03-11,3,0.2,2785.66,375.93
2487,88,55,2023-07-10,4,0.16,5511.78,1150.11
2488,77,89,2024-09-03,1,0.27,1342.25,200.64
2489,64,41,2023-08-05,2,0.09,2400.63,218.66
2490,193,90,2023-02-09,3,0.3,3554.23,527.34
2491,59,14,2022-10-24,1,0.11,302.26,55.09
2492,15,75,2022-10-18,5,0.05,6919.28,665.06
2493,48,86,2022-07-28,5,0.27,3895.86,1105.84
2494,46,1,2024-04-14,5,0.28,395.28,74.58
2495,44,51,2024-02-07,2,0.12,299.09,28.05
2496,94,37,2022-11-20,1,0.1,1139.26,249.1
2497,165,19,2024-09-27,2,0.01,2272.68,603.14
2498,168,95,2023-11-19,2,0.03,915.0,200.6
2499,49,89,2023-09-11,1,0.05,1746.76,205.31
2500,186,63,2022-10-26,4,0.19,3621.61,1073.43
2501,118,41,2022-03-03,3,0.04,3798.81,552.5
2502,150,91,2023-09-01,2,0.11,804.01,106.46
2503,14,91,2022-03-02,4,0.01,1788.69,496.74
2504,43,1,2022-02-13,5,0.11,488.61,118.0
2505,89,68,2024-08-26,4,0.24,3389.54,961.9
2506,8,66,2023-12-10,4,0.13,6222.31,709.09
2507,140,77,2024-01-12,4,0.14,4787.45,360.67
2508,42,42,2023-04-01,4,0.29,2784.56,342.63
2509,66,56,2024-06-04,1,0.28,1306.84,375.37
2510,67,75,2022-02-14,1,0.17,1209.05,65.72
2511,56,24,2022-03-27,3,0.07,4897.65,957.03
2512,82,95,2024-11-30,3,0.19,1146.11,156.26
2513,104,21,2024-05-29,4,0.06,3954.5,1155.16
2514,170,58,2024-10-28,5,0.11,1614.55,325.28
2515,25,12,2023-06-10,3,0.23,2794.59,245.4
2516,131,12,2022-08-19,2,0.1,2177.6,279.3
2517,103,81,2022-10-27,4,0.3,1025.56,122.26
2518,103,77,2022-05-04,2,0.18,2282.39,221.27
2519,181,88,2024-11-19,2,0.17,1926.75,457.95
2520,28,11,2022-06-10,4,0.19,2182.89,207.39
2521,98,24,2024-10-14,4,0.16,5898.24,902.92
2522,48,60,2022-03-15,4,0.14,3230.5,426.72
2523,88,48,2024-07-27,2,0.03,1115.71,298.68
2524,28,27,2024-05-31,5,0.28,1924.38,465.31
2525,85,81,2022-02-04,1,0.02,358.94,43.64
2526,111,21,2023-07-25,5,0.11,4680.2,259.79
2527,160,83,2024-02-08,2,0.16,1966.2,343.35
2528,50,62,2024-03-26,2,0.04,1680.81,313.74
2529,7,94,2022-06-04,5,0.06,2231.65,141.94
2530,139,6,2023-03-17,2,0.05,72.94,8.78
2531,59,24,2024-11-08,2,0.07,3265.1,773.81
2532,112,92,2023-06-18,2,0.21,83.63,18.9
2533,87,76,2022-06-10,5,0.03,1269.1,91.96
2534,44,42,2022-02-02,2,0.09,1784.47,170.24
2535,159,94,2023-07-20,4,0.3,1329.5,165.54
2536,153,67,2022-03-18,5,0.09,2176.95,187.21
2537,17,56,2022-09-24,2,0.14,3121.9,794.97
2538,21,25,2024-08-12,2,0.25,768.24,121.02
2539,188,72,2022-03-22,1,0.25,1224.38,276.11
2540,143,68,2024-02-25,2,0.28,1605.57,405.59
2541,51,68,2024-07-31,2,0.11,1984.66,158.5
2542,93,86,2022-06-16,5,0.24,4055.97,1216.47
2543,51,72,2022-01-24,4,0.2,5224.03,1262.58
2544,111,26,2022-12-31,4,0.12,6305.48,1116.5
2545,82,69,2023-01-20,4,0.18,4091.87,434.99
2546,191,96,2022-05-23,4,0.03,673.34,164.67
2547,127,57,2024-11-10,3,0.15,2087.43,158.66
2548,10,3,2022-07-17,5,0.2,6007.88,1555.89
2549,16,75,2023-11-10,1,0.17,1209.05,297.31
2550,87,26,2024-06-07,3,0.16,4514.15,405.63
2551,102,59,2024-02-29,3,0.07,3703.61,1077.98
2552,62,46,2024-10-05,1,0.24,1074.85,220.64
2553,91,36,2024-01-14,3,0.03,840.18,232.6
2554,73,64,2023-01-05,1,0.17,520.63,78.29
2555,152,46,2022-02-15,1,0.01,1400.14,261.58
2556,46,51,2022-01-01,5,0.02,832.71,219.82
2557,97,33,2024-09-16,5,0.16,2365.94,696.59
2558,27,78,2023-04-20,4,0.13,2875.49,303.48
2559,178,29,2024-09-12,4,0.08,4992.58,279.36
2560,146,75,2023-06-23,5,0.17,6045.26,1713.09
2561,124,4,2024-12-25,1,0.27,1289.75,349.04
2562,40,100,2022-03-31,1,0.17,1302.82,282.21
2563,80,18,2022-07-08,4,0.1,4442.94,1233.19
2564,75,94,2024-11-30,1,0.24,360.86,82.14
2565,72,21,2022-05-18,4,0.0,4206.92,1253.84
2566,41,11,2023-11-13,2,0.03,1307.04,386.07
2567,184,42,2022-05-01,2,0.12,1725.64,153.56
2568,155,50,2024-12-10,5,0.13,2697.91,318.35
2569,10,60,2024-05-29,5,0.22,3662.49,763.2
2570,168,10,2022-06-07,4,0.21,229.64,23.18
2571,128,39,2024-04-08,5,0.19,5513.22,788.41
2572,191,42,2022-09-16,4,0.09,3568.95,529.58
2573,154,2,2023-02-11,4,0.1,1879.56,309.4
2574,46,10,2022-03-16,2,0.01,143.89,36.52
2575,132,69,2023-02-17,4,0.19,4041.96,1118.58
2576,33,89,2022-05-25,2,0.05,3493.53,321.04
2577,33,55,2022-06-10,2,0.21,2591.85,569.46
2578,48,62,2022-01-17,3,0.23,2022.22,427.35
2579,121,41,2022-12-23,3,0.16,3323.96,532.49
2580,30,82,2022-02-08,1,0.12,629.98,92.28
2581,55,61,2022-05-07,5,0.08,3483.4,452.68
2582,108,32,2022-08-25,3,0.03,5624.04,1418.97
2583,135,56,2022-03-17,2,0.13,3158.2,455.92
2584,134,1,2024-06-02,2,0.28,158.11,47.27
2585,176,37,2022-01-06,5,0.25,4746.94,499.88
2586,33,79,2023-07-01,1,0.09,1632.02,118.81
2587,21,65,2023-12-17,4,0.29,923.54,162.71
2588,9,82,2022-03-11,4,0.3,2004.49,526.8
2589,162,92,2022-09-11,4,0.14,182.08,41.12
2590,65,6,2023-04-13,3,0.17,95.59,15.78
2591,101,26,2022-01-19,5,0.27,6538.35,701.44
2592,62,35,2022-12-06,4,0.28,3077.71,542.19
2593,92,57,2023-05-23,1,0.23,630.32,127.81
2594,94,98,2023-11-24,2,0.19,1636.25,261.14
2595,177,78,2024-12-09,5,0.19,3346.47,716.68
2596,112,76,2022-02-16,5,0.2,1046.68,268.12
2597,122,86,2023-07-26,2,0.09,1942.6,348.68
2598,78,50,2022-09-28,5,0.29,2201.75,276.14
2599,12,75,2023-11-27,2,0.15,2476.37,722.76
2600,24,14,2023-08-28,1,0.28,244.53,25.45
2601,15,81,2022-05-04,3,0.25,824.11,177.26
2602,142,53,2024-05-07,5,0.11,1358.9,143.91
2603,54,50,2023-02-21,4,0.18,2034.29,542.45
2604,37,28,2022-12-11,5,0.28,3547.51,766.14
2605,195,18,2023-02-08,1,0.18,1012.0,171.94
2606,166,81,2024-05-17,3,0.0,1098.81,124.32
2607,49,96,2023-02-28,1,0.24,131.89,24.99
2608,90,85,2022-11-03,3,0.05,2652.75,149.23
2609,158,50,2024-05-04,2,0.11,1103.97,184.49
2610,24,20,2024-07-02,1,0.18,1135.92,146.18
2611,19,80,2022-01-25,4,0.08,4253.75,421.18
2612,156,78,2023-09-26,1,0.19,669.29,135.16
2613,51,64,2024-10-07,2,0.22,978.53,273.51
2614,85,8,2023-01-02,4,0.07,880.97,184.4
2615,102,24,2024-04-23,4,0.02,6881.29,355.84
2616,4,59,2023-02-18,3,0.26,2946.96,629.23
2617,162,41,2023-08-03,2,0.15,2242.35,404.7
2618,61,6,2023-04-01,4,0.23,118.24,30.5
2619,129,30,2023-01-23,1,0.02,1373.58,289.87
2620,80,83,2024-10-30,2,0.28,1685.32,332.05
2621,34,15,2023-08-10,2,0.1,1473.53,285.05
2622,163,66,2022-08-08,2,0.26,2646.27,748.13
2623,85,57,2024-07-15,1,0.2,654.88,67.87
2624,110,64,2022-07-23,4,0.08,2308.32,529.2
2625,68,58,2022-01-07,3,0.04,1044.92,249.66
2626,197,82,2024-11-01,1,0.04,687.25,99.92
2627,164,15,2022-12-14,2,0.17,1358.93,124.3
2628,193,81,2022-04-12,1,0.05,347.96,73.16
2629,180,78,2024-01-30,5,0.14,3553.05,963.58
2630,9,97,2022-10-06,3,0.03,3982.68,1095.38
2631,197,51,2024-01-17,5,0.22,662.77,78.8
2632,184,69,2024-09-25,3,0.2,2994.05,162.36
2633,35,45,2022-10-27,4,0.22,5986.28,1155.41
2634,93,12,2024-09-07,1,0.05,1149.29,181.35
2635,109,4,2022-12-31,1,0.04,1696.11,275.3
2636,63,12,2022-12-16,5,0.28,4355.21,445.77
2637,161,31,2022-07-26,5,0.09,6062.19,759.06
2638,176,89,2024-03-07,1,0.02,1801.93,257.91
2639,38,92,2024-10-28,5,0.11,235.54,55.41
2640,23,33,2022-04-22,2,0.1,1013.98,183.02
2641,41,42,2024-04-30,3,0.14,2529.64,700.9
2642,178,39,2023-02-09,1,0.15,1157.1,96.89
2643,50,83,2022-11-20,1,0.09,1065.03,268.99
2644,31,64,2024-01-24,2,0.13,1091.43,271.71
2645,14,87,2024-05-10,4,0.09,3399.72,513.66
2646,83,33,2024-01-17,1,0.21,445.02,106.5
2647,61,29,2024-01-29,1,0.04,1302.41,256.76
2648,70,96,2023-05-19,1,0.13,150.98,18.69
2649,78,45,2022-12-01,2,0.16,3223.38,747.35
2650,175,4,2022-04-23,5,0.27,6448.75,526.0
2651,138,81,2023-02-09,3,0.09,999.92,162.4
2652,123,11,2022-12-20,5,0.18,2762.29,677.18
2653,117,94,2023-04-09,3,0.04,1367.48,118.99
2654,125,38,2023-12-01,4,0.11,755.25,67.9
2655,139,13,2023-04-22,4,0.23,3617.09,555.78
2656,53,45,2024-02-07,2,0.18,3146.64,585.78
2657,76,15,2022-10-23,2,0.06,1539.02,303.45
2658,190,75,2024-08-31,4,0.04,5593.69,872.25
2659,139,17,2024-04-30,5,0.07,7435.91,1631.72
2660,117,62,2023-06-03,1,0.29,621.55,139.22
2661,174,51,2024-04-08,1,0.26,125.76,18.04
2662,2,24,2022-03-07,1,0.02,1720.32,246.28
2663,17,86,2022-02-20,1,0.1,960.62,165.91
2664,141,47,2024-02-22,4,0.21,3535.88,266.89
2665,123,33,2022-01-09,2,0.02,1104.11,124.39
2666,17,90,2024-10-19,5,0.16,7108.46,1714.23
2667,23,8,2024-01-12,4,0.12,833.61,249.55
2668,39,40,2023-04-14,3,0.03,1773.76,90.42
2669,74,29,2022-10-28,2,0.29,1926.49,434.56
2670,36,66,2022-09-17,5,0.18,7330.88,2109.97
2671,130,54,2023-07-19,3,0.23,4550.45,272.59
2672,156,86,2023-07-13,2,0.14,1835.86,99.99
2673,60,9,2024-07-30,3,0.12,340.22,90.74
2674,102,87,2024-05-10,2,0.03,1811.94,204.49
2675,107,73,2022-03-21,4,0.09,4293.49,577.42
2676,175,56,2024-08-09,2,0.23,2795.19,187.5
2677,178,17,2022-03-02,4,0.04,6140.62,795.76
2678,138,89,2022-08-22,2,0.2,2941.92,675.39
2679,94,100,2023-05-12,1,0.17,1302.82,261.72
2680,122,33,2023-12-11,5,0.05,2675.77,344.32
2681,126,38,2022-11-04,4,0.14,729.8,85.14
2682,96,48,2024-04-13,3,0.05,1639.06,426.55
2683,122,85,2023-05-07,2,0.03,1805.73,400.85
2684,144,90,2023-06-16,2,0.09,3080.33,552.99
2685,21,42,2024-08-27,1,0.15,833.41,105.94
2686,51,82,2024-07-02,1,0.03,694.41,104.66
2687,179,84,2024-01-12,5,0.26,1641.39,203.07
2688,74,16,2022-03-08,4,0.05,6329.66,1778.47
2689,96,62,2023-02-08,1,0.3,612.79,57.39
2690,2,48,2024-07-09,4,0.18,1886.36,419.28
2691,188,43,2022-09-28,5,0.16,8327.84,663.3
2692,4,64,2023-03-22,5,0.26,2320.86,189.89
2693,62,71,2022-01-11,2,0.08,2608.59,551.76
2694,38,64,2023-10-22,5,0.15,2665.86,135.88
2695,117,45,2022-01-20,1,0.17,1592.5,169.66
2696,10,38,2022-06-12,5,0.24,806.17,145.7
2697,3,58,2024-02-26,3,0.19,881.65,187.84
2698,95,27,2024-06-01,3,0.24,1218.77,103.66
2699,147,41,2022-01-28,1,0.07,1226.7,173.67
2700,153,59,2022-11-07,2,0.0,2654.92,675.3
2701,66,64,2023-02-17,1,0.2,501.81,53.81
2702,92,82,2022-08-01,5,0.04,3436.27,335.49
2703,26,13,2023-04-05,5,0.13,5108.55,481.32
2704,114,93,2024-07-10,2,0.05,823.25,55.89
2705,42,53,2023-07-30,3,0.01,906.95,153.86
2706,128,63,2022-09-29,3,0.27,2447.94,516.25
2707,12,27,2023-08-20,3,0.11,1427.25,278.84
2708,93,2,2022-07-17,1,0.06,490.77,81.21
2709,168,91,2024-07-26,3,0.13,1178.91,114.26
2710,73,28,2023-01-21,5,0.25,3695.32,592.15
2711,183,38,2023-04-03,4,0.17,704.34,92.14
2712,107,86,2022-06-22,1,0.15,907.26,70.12
2713,113,8,2022-04-04,4,0.14,814.66,188.82
2714,149,45,2024-08-07,1,0.15,1630.88,212.11
2715,112,98,2023-05-19,2,0.24,1535.25,254.83
2716,130,3,2022-02-27,3,0.14,3875.08,527.55
2717,184,53,2024-01-08,3,0.09,833.66,174.98
2718,193,41,2023-05-04,1,0.03,1279.46,288.06
2719,114,83,2022-07-23,4,0.0,4681.44,1334.83
2720,51,76,2024-08-12,3,0.01,777.16,215.12
2721,16,71,2023-11-15,5,0.14,6096.15,672.61
2722,11,5,2023-12-05,1,0.21,819.29,171.79
2723,28,18,2023-02-06,2,0.1,2221.47,542.3
2724,180,16,2022-10-11,4,0.27,4863.84,885.31
2725,96,64,2023-10-06,3,0.03,1825.33,129.89
2726,107,18,2023-12-09,3,0.09,3369.23,392.81
2727,185,39,2023-02-25,4,0.06,5118.45,1296.04
2728,197,1,2023-02-04,2,0.04,210.82,61.54
2729,94,20,2024-12-29,4,0.01,5485.67,303.39
2730,163,92,2023-12-12,5,0.19,214.37,48.4
2731,198,28,2023-12-09,2,0.1,1773.76,483.38
2732,119,2,2023-04-16,3,0.14,1347.02,69.1
2733,182,80,2023-04-20,1,0.03,1121.23,154.58
2734,146,52,2024-11-01,4,0.11,6741.29,1048.14
2735,105,100,2022-11-04,2,0.16,2637.03,543.4
2736,39,14,2022-05-08,5,0.16,1426.4,393.58
2737,129,56,2023-04-22,1,0.03,1760.61,220.85
2738,16,67,2023-06-15,3,0.07,1334.88,380.11
2739,179,1,2024-07-20,4,0.27,320.62,81.58
2740,49,93,2022-12-17,2,0.28,623.94,45.38
2741,92,54,2024-08-29,1,0.3,1378.92,357.25
2742,73,41,2023-01-19,4,0.29,3746.05,299.39
2743,118,22,2023-10-04,4,0.15,1609.53,412.8
2744,127,27,2022-07-12,3,0.08,1475.36,275.88
2745,99,9,2024-08-21,3,0.19,313.15,31.37
2746,148,47,2024-10-21,5,0.04,5370.96,653.42
2747,50,84,2024-11-04,5,0.12,1951.93,388.84
2748,15,42,2024-12-10,2,0.07,1823.69,467.99
2749,198,50,2022-02-16,3,0.14,1600.14,272.08
2750,63,24,2024-11-04,2,0.2,2808.69,716.96
2751,162,87,2022-10-26,2,0.29,1326.27,74.91
2752,197,86,2022-01-08,2,0.06,2006.64,571.48
2753,15,37,2023-02-11,2,0.18,2075.99,603.34
2754,164,25,2024-11-09,1,0.29,363.63,88.04
2755,197,44,2024-05-16,5,0.23,4698.69,858.02
2756,195,40,2023-12-11,4,0.04,2340.63,316.04
2757,188,10,2023-05-01,1,0.09,66.13,18.89
2758,126,64,2022-08-14,3,0.25,1411.34,113.42
2759,68,28,2024-10-14,5,0.07,4582.2,867.36
2760,4,75,2023-12-04,1,0.21,1150.79,137.08
2761,63,39,2024-11-24,2,0.01,2695.35,369.83
2762,87,50,2024-02-03,5,0.2,2480.84,325.01
2763,35,64,2022-01-28,4,0.16,2107.59,391.39
2764,172,85,2023-07-20,5,0.17,3862.78,834.52
2765,19,32,2024-11-16,4,0.17,6416.43,439.87
2766,63,96,2024-05-27,3,0.04,499.8,113.79
2767,191,45,2024-12-25,1,0.24,1458.2,391.57
2768,18,46,2023-01-18,1,0.2,1131.42,293.03
2769,9,92,2024-11-01,1,0.26,39.17,6.56
2770,12,35,2022-05-31,2,0.12,1880.82,206.92
2771,159,58,2024-03-17,3,0.07,1012.27,125.28
2772,12,70,2024-02-05,5,0.02,5341.69,522.83
2773,10,95,2022-03-07,4,0.06,1773.4,401.85
2774,9,40,2022-09-01,4,0.04,2340.63,157.24
2775,38,77,2023-03-03,2,0.17,2310.22,588.51
2776,182,80,2024-10-09,5,0.28,4161.28,864.56
2777,58,72,2022-02-23,5,0.24,6203.54,402.12
2778,172,74,2023-11-11,4,0.24,4073.11,1018.25
2779,198,47,2022-02-13,5,0.15,4755.54,506.86
2780,46,72,2023-09-08,5,0.25,6121.91,712.51
2781,152,2,2022-02-08,1,0.2,417.68,47.69
2782,139,80,2022-09-26,4,0.29,3282.78,907.95
2783,154,64,2024-05-22,3,0.07,1750.06,243.44
2784,190,96,2022-04-28,5,0.11,772.25,186.3
2785,84,45,2024-12-27,1,0.07,1784.37,209.84
2786,19,78,2023-01-19,5,0.02,4048.82,846.86
2787,124,13,2023-10-23,3,0.11,3135.59,343.29
2788,178,25,2023-12-10,5,0.05,2432.76,551.73
2789,181,86,2022-03-05,1,0.12,939.28,165.85
2790,138,63,2024-03-02,3,0.21,2649.14,572.15
2791,8,73,2024-09-28,4,0.14,4057.58,1131.88
2792,107,44,2023-08-07,3,0.08,3368.41,888.76
2793,151,88,2022-04-30,1,0.09,1056.23,164.73
2794,71,40,2022-05-10,1,0.1,548.59,49.05
2795,160,43,2023-07-17,5,0.28,7138.15,1269.87
2796,29,10,2024-10-20,1,0.03,70.49,11.17
2797,20,27,2022-11-30,1,0.06,502.48,125.18
2798,177,85,2023-12-22,5,0.22,3630.08,635.13
2799,75,78,2024-10-03,5,0.25,3098.59,523.14
2800,193,12,2024-10-21,2,0.15,2056.63,492.72
2801,50,26,2023-07-13,4,0.0,7165.32,946.12
2802,91,53,2023-08-20,3,0.04,879.47,235.36
2803,109,86,2023-01-04,3,0.13,2785.81,803.53
2804,16,33,2023-08-31,4,0.24,1712.49,375.17
2805,157,91,2023-08-17,5,0.23,1739.01,439.19
2806,155,89,2023-11-07,3,0.19,4468.04,1259.8
2807,149,89,2022-12-18,5,0.1,8274.15,718.2
2808,181,90,2023-09-04,2,0.07,3148.03,940.71
2809,88,38,2022-08-26,4,0.27,619.48,101.55
2810,162,34,2024-09-02,4,0.21,513.63,113.9
2811,46,31,2023-09-07,1,0.06,1252.41,225.98
2812,155,87,2022-05-29,3,0.08,2577.81,378.48
2813,9,100,2022-10-07,2,0.05,2982.35,336.46
2814,113,36,2024-01-04,5,0.05,1371.42,270.45
2815,199,38,2023-01-28,5,0.14,912.24,101.45
2816,131,18,2022-12-10,5,0.12,5430.26,1504.76
2817,27,33,2024-11-01,3,0.14,1453.37,401.47
2818,171,97,2022-11-15,5,0.3,4790.17,1165.72
2819,183,86,2022-06-29,1,0.1,960.62,186.61
2820,89,85,2023-04-08,4,0.01,3685.93,648.94
2821,37,17,2022-09-06,1,0.27,1167.36,246.48
2822,172,86,2024-07-21,3,0.03,3106.02,513.56
2823,49,8,2024-12-15,5,0.12,1042.01,182.7
2824,51,54,2024-03-25,4,0.24,5988.47,1306.17
2825,16,78,2024-08-11,4,0.22,2578.02,351.59
2826,42,90,2023-09-30,5,0.14,7277.71,1666.4
2827,17,89,2024-01-05,4,0.06,6913.51,673.94
2828,92,37,2024-04-21,2,0.02,2481.07,635.45
2829,65,82,2022-05-11,3,0.13,1868.47,291.87
2830,108,36,2023-08-04,5,0.18,1183.75,223.88
2831,110,58,2024-01-20,3,0.24,827.23,207.65
2832,16,22,2023-06-13,3,0.21,1121.93,156.08
2833,194,6,2022-11-21,5,0.04,184.27,9.24
2834,162,68,2023-06-30,4,0.07,4147.73,1145.64
2835,148,82,2022-11-06,3,0.22,1675.18,355.36
2836,172,89,2022-07-30,5,0.06,8641.89,620.29
2837,2,17,2024-06-29,2,0.26,2366.7,359.2
2838,63,47,2023-01-31,3,0.04,3222.58,736.51
2839,76,21,2023-10-06,5,0.21,4154.33,1144.09
2840,31,66,2024-05-28,3,0.12,4720.37,766.68
2841,147,19,2023-08-21,1,0.01,1136.34,250.45
2842,39,65,2024-12-08,3,0.0,975.57,217.41
2843,36,66,2022-11-26,3,0.09,4881.29,1191.47
2844,80,86,2022-04-22,5,0.09,4856.49,330.25
2845,24,38,2023-04-17,1,0.23,163.36,34.91
2846,55,88,2024-09-27,2,0.17,1926.75,284.13
2847,50,70,2023-05-03,3,0.19,2649.04,729.02
2848,65,56,2022-07-10,3,0.13,4737.31,555.87
2849,127,83,2023-03-30,1,0.04,1123.55,166.58
2850,3,2,2023-11-03,4,0.25,1566.3,411.86
2851,152,91,2023-12-07,4,0.27,1318.93,369.83
2852,122,3,2022-01-05,4,0.15,5106.7,677.0
2853,122,94,2022-03-28,2,0.03,921.15,232.0
2854,93,64,2023-07-27,4,0.09,2283.23,551.53
2855,29,5,2023-03-18,1,0.01,1026.71,250.19
2856,48,50,2022-09-22,4,0.2,1984.67,412.87
2857,10,60,2024-05-26,4,0.16,3155.38,876.09
2858,31,94,2024-04-28,3,0.28,1025.61,71.25
2859,80,37,2024-10-22,2,0.0,2531.7,157.09
2860,34,96,2022-06-26,5,0.14,746.22,145.88
2861,93,4,2022-01-07,4,0.11,6289.74,567.38
2862,30,40,2022-07-27,5,0.04,2925.79,274.57
2863,70,54,2024-06-03,4,0.13,6855.22,1943.59
2864,129,72,2024-02-28,5,0.12,7183.04,493.46
2865,46,98,2022-03-30,3,0.15,2575.58,242.64
2866,106,62,2022-08-23,1,0.08,805.39,55.77
2867,95,62,2023-03-03,5,0.22,3414.14,213.33
2868,165,23,2022-07-05,1,0.23,1139.74,252.56
2869,72,88,2024-05-09,2,0.22,1810.68,341.73
2870,95,8,2022-09-01,4,0.12,833.61,234.08
2871,83,2,2023-08-15,4,0.18,1712.49,475.56
2872,199,1,2024-11-10,2,0.07,204.23,30.89
2873,185,70,2024-04-02,3,0.1,2943.38,609.82
2874,191,17,2023-02-14,1,0.29,1135.38,157.71
2875,158,90,2023-01-07,2,0.28,2437.19,194.7
2876,29,73,2024-10-08,1,0.2,943.62,187.25
2877,170,9,2023-02-24,2,0.11,229.39,47.71
2878,2,25,2022-12-03,2,0.22,798.97,192.77
2879,132,24,2022-04-11,2,0.28,2527.82,255.87
2880,92,96,2022-05-10,5,0.25,650.78,75.38
2881,22,49,2022-11-16,2,0.12,1644.35,327.14
2882,162,76,2022-05-07,5,0.27,955.1,112.44
2883,166,4,2022-08-03,4,0.23,5441.68,355.72
2884,173,53,2023-06-09,1,0.04,293.16,35.02
2885,147,53,2022-04-01,4,0.02,1197.05,244.2
2886,105,20,2023-03-30,5,0.11,6164.45,792.57
2887,115,31,2022-03-26,3,0.09,3637.32,1017.84
2888,140,88,2023-10-12,4,0.23,3574.93,598.39
2889,125,59,2023-04-01,3,0.26,2946.96,451.67
2890,168,41,2024-05-30,2,0.26,1952.16,291.11
2891,186,98,2022-03-04,4,0.03,3918.92,767.99
2892,150,64,2024-12-16,3,0.19,1524.24,346.3
2893,56,60,2022-07-05,2,0.21,1483.78,184.65
2894,55,46,2023-12-04,3,0.07,3945.84,1054.37
2895,92,62,2024-12-18,2,0.19,1418.18,87.54
2896,111,1,2024-05-13,3,0.13,286.58,37.08
2897,42,3,2023-06-15,4,0.14,5166.78,554.19
2898,140,18,2022-07-15,1,0.02,1209.47,99.55
2899,132,100,2024-06-01,2,0.1,2825.39,681.91
2900,37,23,2023-10-02,1,0.2,1184.14,341.74
2901,171,3,2022-10-26,2,0.02,2943.86,832.43
2902,162,10,2024-11-16,2,0.28,104.64,29.15
2903,111,57,2024-11-15,1,0.09,744.93,53.57
2904,134,56,2023-02-17,5,0.23,6987.98,1601.59
2905,159,30,2023-09-16,4,0.19,4541.22,635.84
2906,66,40,2022-08-26,2,0.14,1048.41,247.82
2907,171,41,2022-06-24,5,0.11,5869.68,660.08
2908,163,57,2022-09-09,5,0.15,3479.05,980.77
2909,173,42,2024-02-15,2,0.27,1431.5,418.88
2910,61,69,2024-07-09,5,0.08,5738.59,730.06
2911,108,46,2024-05-22,2,0.09,2573.99,146.42
2912,55,62,2022-11-04,4,0.12,3081.48,655.8
2913,198,24,2022-12-23,5,0.07,8162.75,1561.7
2914,174,95,2022-01-19,2,0.0,943.3,207.06
2915,110,17,2023-10-12,1,0.0,1599.12,462.99
2916,192,13,2022-09-06,5,0.26,4345.21,595.98
2917,108,66,2024-06-05,1,0.29,1269.49,163.7
2918,101,57,2022-06-22,5,0.18,3356.26,835.63
2919,45,40,2022-11-16,3,0.03,1773.76,505.19
2920,70,44,2022-12-13,2,0.09,2221.2,286.1
2921,177,86,2024-11-30,3,0.26,2369.54,302.07
2922,185,59,2022-06-02,1,0.27,969.05,249.44
2923,39,5,2023-11-14,2,0.06,1949.71,542.47
2924,141,8,2023-03-22,4,0.19,767.3,40.09
2925,14,95,2024-09-07,5,0.25,1768.69,206.07
2926,100,85,2023-07-04,5,0.13,4048.94,1176.11
2927,174,99,2023-12-22,5,0.28,3121.81,666.84
2928,190,61,2023-07-11,3,0.09,2067.32,572.07
2929,119,94,2022-09-08,4,0.17,1576.4,421.93
2930,118,31,2024-04-17,4,0.14,4583.28,545.99
2931,75,74,2023-01-20,5,0.09,6096.27,1315.97
2932,96,32,2024-04-16,3,0.05,5508.08,667.07
2933,35,92,2022-03-17,1,0.04,50.81,12.65
2934,40,13,2022-06-18,4,0.11,4180.79,756.25
2935,172,69,2022-04-14,2,0.21,1971.08,176.02
2936,21,89,2023-09-05,2,0.11,3272.89,543.81
2937,51,80,2024-12-01,5,0.21,4565.84,1226.6
2938,117,50,2022-12-14,4,0.23,1910.25,419.86
2939,185,12,2024-06-09,1,0.11,1076.7,179.38
2940,97,4,2024-07-31,4,0.29,5017.66,502.45
2941,9,9,2024-09-13,2,0.18,211.35,41.17
2942,173,57,2023-03-06,1,0.04,785.86,60.57
2943,10,85,2024-10-30,5,0.22,3630.08,276.64
2944,24,17,2023-08-01,2,0.16,2686.52,487.62
2945,107,82,2024-12-03,2,0.12,1259.97,318.67
2946,175,9,2022-08-31,4,0.25,386.61,82.04
2947,114,50,2022-01-06,3,0.07,1730.39,382.17
